"[1, 1, 1, 1, 1, 0, 1, 2, 2]","(0.4434432389791191, 431)"
"[1, 0, 1, 1, 1, 0, 1, 2, 2]","(0.6276926086956525, 138)"
"[2, 0, 1, 1, 1, 0, 1, 2, 2]","(0.6767783653846158, 104)"
"[2, 0, 1, 1, 0, 0, 1, 2, 2]","(0.7275618556701026, 97)"
"[1, 1, 1, 1, 0, 1, 2, 1, 2]","(0.2932461833429131, 6976)"
"[0, 1, 1, 1, 0, 1, 2, 1, 2]","(0.7351890000000031, 285)"
"[0, 1, 1, 1, 0, 2, 2, 1, 2]","(0.6554288571428587, 175)"
"[0, 0, 1, 1, 0, 2, 2, 1, 2]","(0.6807692307692302, 78)"
"[0, 0, 1, 2, 0, 2, 2, 1, 2]","(0.0, 146)"
"[0, 0, 0, 2, 0, 2, 2, 1, 2]","(0.0, 455)"
"[1, 1, 1, 1, 2, 1, 1, 1, 0]","(0.3568874216768613, 2618)"
"[1, 1, 1, 2, 2, 1, 1, 1, 0]","(0.4040248208191106, 586)"
"[1, 1, 1, 2, 2, 0, 1, 1, 0]","(0.29282190340908953, 352)"
"[1, 2, 1, 2, 2, 0, 1, 1, 0]","(0.32329223300970855, 103)"
"[1, 2, 0, 2, 2, 0, 1, 1, 0]","(0.0, 86)"
"[1, 1, 2, 1, 1, 0, 1, 1, 1]","(0.46427163092844953, 2585)"
"[1, 1, 2, 1, 2, 0, 1, 1, 1]","(0.608108030840383, 2594)"
"[1, 1, 2, 1, 2, 0, 1, 1, 0]","(0.725005285714287, 175)"
"[1, 2, 2, 1, 2, 0, 1, 1, 0]","(0.7167193548387104, 93)"
"[1, 2, 2, 1, 2, 0, 0, 1, 0]","(0.7871428571428565, 63)"
"[2, 2, 2, 1, 2, 0, 0, 1, 0]","(1.0, 1384)"
"[1, 2, 1, 1, 1, 1, 1, 1, 1]","(0.24926024087616222, 122560)"
"[1, 2, 1, 1, 1, 1, 1, 0, 1]","(0.3307699728869455, 2733)"
"[1, 2, 1, 1, 2, 1, 1, 0, 1]","(0.38903228770301596, 431)"
"[1, 2, 0, 1, 2, 1, 1, 0, 1]","(0.35407224353256517, 1121)"
"[1, 2, 0, 1, 2, 2, 1, 0, 1]","(0.4197773076923069, 390)"
"[0, 2, 0, 1, 2, 2, 1, 0, 1]","(0.743714285714285, 63)"
"[0, 2, 0, 1, 2, 2, 2, 0, 1]","(0.4563248847926276, 434)"
"[0, 2, 0, 0, 2, 2, 2, 0, 1]","(0.4499999999999938, 752)"
"[0, 2, 0, 0, 2, 2, 2, 0, 2]","(0.5, 2460)"
"[2, 1, 1, 1, 1, 1, 1, 1, 0]","(0.42696864464562273, 2596)"
"[2, 1, 1, 2, 1, 1, 1, 1, 0]","(0.3578121369863013, 438)"
"[2, 1, 0, 2, 1, 1, 1, 1, 0]","(0.5791500000000016, 189)"
"[2, 2, 0, 2, 1, 1, 1, 1, 0]","(0.1981216216216217, 74)"
"[2, 2, 0, 2, 0, 1, 1, 1, 0]","(0.6502909090909089, 110)"
"[2, 2, 0, 2, 0, 1, 2, 1, 0]","(1.0, 939)"
"[1, 1, 1, 1, 1, 1, 1, 2, 1]","(0.2499075883684136, 121923)"
"[0, 1, 1, 1, 1, 1, 1, 2, 1]","(0.38015890305965533, 2582)"
"[0, 1, 2, 1, 1, 1, 1, 2, 1]","(0.32482204805491915, 437)"
"[0, 1, 2, 1, 1, 0, 1, 2, 1]","(0.43693409774436115, 133)"
"[0, 1, 2, 1, 2, 0, 1, 2, 1]","(0.6389121951219514, 82)"
"[0, 0, 2, 1, 2, 0, 1, 2, 1]","(0.7260624999999993, 72)"
"[0, 0, 2, 1, 2, 0, 1, 2, 2]","(0.5178688524590171, 122)"
"[0, 0, 2, 1, 2, 0, 0, 2, 2]","(0.4499999999999987, 380)"
"[0, 0, 2, 2, 2, 0, 0, 2, 2]","(0.5, 25015)"
"[1, 1, 1, 2, 1, 0, 1, 1, 1]","(0.33646742030292065, 2608)"
"[1, 1, 1, 2, 1, 0, 1, 1, 2]","(0.4013722959830853, 473)"
"[1, 1, 1, 2, 1, 0, 1, 0, 2]","(0.5067293877551027, 147)"
"[1, 2, 1, 2, 1, 0, 1, 0, 2]","(0.485514, 75)"
"[1, 2, 1, 2, 1, 0, 0, 0, 2]","(0.6295909090909088, 66)"
"[1, 2, 2, 2, 1, 0, 0, 0, 2]","(0.5904216867469885, 83)"
"[1, 2, 2, 2, 0, 0, 0, 0, 2]","(0.8999999999999877, 744)"
"[2, 2, 2, 2, 0, 0, 0, 0, 2]","(1.0, 1172)"
"[2, 1, 1, 1, 1, 1, 2, 1, 0]","(0.5861336241418622, 2622)"
"[2, 1, 1, 1, 0, 1, 2, 1, 0]","(0.7086774545454573, 330)"
"[2, 2, 1, 1, 0, 1, 2, 1, 0]","(0.656534745762713, 177)"
"[2, 2, 1, 1, 0, 1, 2, 0, 0]","(0.8445405405405398, 74)"
"[2, 2, 1, 1, 0, 2, 2, 0, 0]","(0.8100000000000016, 139)"
"[2, 2, 1, 0, 0, 2, 2, 0, 0]","(0.8999999999999947, 436)"
"[2, 2, 2, 0, 0, 2, 2, 0, 0]","(1.0, 877)"
"[1, 1, 1, 1, 1, 0, 2, 1, 1]","(0.46873836566718313, 2668)"
"[1, 1, 2, 1, 1, 0, 2, 1, 1]","(0.48635712076271187, 472)"
"[1, 1, 2, 0, 1, 0, 2, 1, 1]","(0.5337409090909093, 165)"
"[1, 1, 2, 0, 1, 0, 2, 1, 2]","(0.444372151898734, 79)"
"[1, 1, 2, 0, 0, 0, 2, 1, 2]","(0.0, 385)"
"[1, 1, 1, 0, 1, 1, 1, 2, 1]","(0.4411445839465039, 2691)"
"[2, 1, 1, 0, 1, 1, 1, 2, 1]","(0.38230268275861967, 435)"
"[2, 1, 1, 0, 0, 1, 1, 2, 1]","(0.2835193509513836, 2365)"
"[2, 1, 1, 0, 0, 2, 1, 2, 1]","(0.3422794200848608, 2121)"
"[2, 1, 1, 0, 0, 2, 1, 2, 0]","(0.42071641791044906, 201)"
"[2, 1, 2, 0, 0, 2, 1, 2, 0]","(0.47969262295082066, 244)"
"[2, 0, 2, 0, 0, 2, 1, 2, 0]","(0.4500000000000848, 24208)"
"[2, 0, 2, 0, 0, 2, 2, 2, 0]","(0.5, 77674)"
"[1, 1, 0, 1, 1, 1, 1, 2, 1]","(0.3890743611409008, 2612)"
"[1, 1, 0, 1, 1, 1, 1, 2, 2]","(0.5531200283159488, 1342)"
"[1, 1, 0, 1, 1, 0, 1, 2, 2]","(0.6184760126582284, 158)"
"[1, 2, 0, 1, 1, 0, 1, 2, 2]","(0.5953917525773199, 97)"
"[0, 2, 0, 1, 1, 0, 1, 2, 2]","(0.846737704918032, 61)"
"[0, 2, 0, 2, 1, 0, 1, 2, 2]","(0.8100000000000007, 75)"
"[0, 2, 0, 2, 0, 0, 1, 2, 2]","(0.9000000000000029, 173)"
"[0, 2, 0, 2, 0, 0, 2, 2, 2]","(1.0, 561)"
"[1, 1, 0, 2, 1, 1, 1, 1, 2]","(0.3141643681710212, 421)"
"[1, 1, 0, 2, 0, 1, 1, 1, 2]","(0.3934010655737704, 183)"
"[1, 1, 0, 2, 0, 1, 2, 1, 2]","(0.6380042553191496, 141)"
"[0, 1, 0, 2, 0, 1, 2, 1, 2]","(0.8354572691551936, 1018)"
"[0, 1, 0, 2, 0, 1, 2, 2, 2]","(1.0, 1043)"
"[1, 1, 1, 1, 1, 1, 0, 2, 1]","(0.3059813362673404, 2596)"
"[1, 1, 1, 2, 1, 1, 0, 2, 1]","(0.31865818651685307, 445)"
"[1, 1, 1, 2, 1, 0, 0, 2, 1]","(0.4252500000000003, 102)"
"[1, 1, 1, 2, 1, 0, 0, 2, 2]","(0.36842538461538454, 65)"
"[0, 1, 1, 2, 1, 0, 0, 2, 2]","(0.432397058823529, 102)"
"[0, 1, 1, 2, 2, 0, 0, 2, 2]","(0.4213429178238995, 12242)"
"[0, 1, 0, 2, 2, 0, 0, 2, 2]","(0.8999999999999894, 636)"
"[0, 2, 0, 2, 2, 0, 0, 2, 2]","(1.0, 1319)"
"[1, 1, 1, 2, 1, 1, 0, 1, 1]","(0.30573269931715336, 2636)"
"[1, 1, 1, 2, 1, 2, 0, 1, 1]","(0.3327183293478263, 460)"
"[1, 0, 1, 2, 1, 2, 0, 1, 1]","(0.5327950729927007, 137)"
"[1, 0, 1, 2, 1, 2, 0, 2, 1]","(0.4252499999999999, 73)"
"[1, 0, 1, 2, 1, 2, 0, 2, 0]","(0.646684615384615, 65)"
"[2, 0, 1, 2, 1, 2, 0, 2, 0]","(0.5962500000000002, 72)"
"[2, 0, 1, 2, 0, 2, 0, 2, 0]","(0.450000000000002, 281)"
"[2, 0, 2, 2, 0, 2, 0, 2, 0]","(0.5, 62276)"
"[1, 0, 1, 1, 1, 1, 1, 2, 1]","(0.3333182191921144, 2686)"
"[1, 0, 1, 2, 1, 1, 1, 2, 1]","(0.35112662068965556, 406)"
"[1, 0, 1, 2, 0, 1, 1, 2, 1]","(0.4648343478260873, 207)"
"[1, 0, 1, 2, 0, 2, 1, 2, 1]","(0.18576325301204819, 166)"
"[0, 0, 1, 2, 0, 2, 1, 2, 1]","(0.15008823529411755, 136)"
"[0, 0, 1, 2, 0, 2, 1, 2, 2]","(0.316285714285714, 105)"
"[0, 0, 1, 2, 0, 2, 0, 2, 2]","(0.900000000000003, 180)"
"[0, 0, 2, 2, 0, 2, 0, 2, 2]","(1.0, 748)"
"[1, 2, 1, 1, 1, 1, 1, 1, 0]","(0.3890061819542056, 2707)"
"[1, 2, 1, 1, 1, 2, 1, 1, 0]","(0.2893959382978722, 470)"
"[1, 2, 1, 0, 1, 2, 1, 1, 0]","(0.4453228125000006, 144)"
"[2, 2, 1, 0, 1, 2, 1, 1, 0]","(0.46248582089552137, 134)"
"[2, 2, 1, 0, 0, 2, 1, 1, 0]","(0.6938307692307687, 65)"
"[2, 2, 1, 0, 0, 2, 2, 1, 0]","(0.4373192019949954, 1604)"
"[1, 1, 2, 1, 1, 1, 0, 1, 1]","(0.43412316133309925, 2678)"
"[1, 1, 2, 1, 1, 1, 0, 1, 2]","(0.590957032975158, 2699)"
"[1, 1, 2, 1, 1, 0, 0, 1, 2]","(0.6312777785817868, 2073)"
"[2, 1, 2, 1, 1, 0, 0, 1, 2]","(0.7604208791208469, 1820)"
"[2, 1, 2, 1, 0, 0, 0, 1, 2]","(0.8353048365122634, 1468)"
"[2, 2, 2, 1, 0, 0, 0, 1, 2]","(1.0, 1426)"
"[1, 0, 1, 1, 2, 1, 1, 1, 1]","(0.4911159414857323, 2625)"
"[1, 0, 1, 1, 2, 1, 2, 1, 1]","(0.5620265086264172, 1507)"
"[0, 0, 1, 1, 2, 1, 2, 1, 1]","(0.5862492000000015, 200)"
"[0, 0, 1, 2, 2, 1, 2, 1, 1]","(0.3750144230769231, 104)"
"[0, 0, 1, 2, 2, 1, 2, 0, 1]","(0.7607812499999993, 64)"
"[0, 0, 1, 2, 2, 2, 2, 0, 1]","(1.0, 63)"
"[2, 2, 1, 1, 1, 0, 1, 1, 1]","(0.415487865470853, 446)"
"[2, 2, 0, 1, 1, 0, 1, 1, 1]","(0.2525690683229813, 161)"
"[2, 2, 0, 1, 1, 0, 1, 2, 1]","(0.1870177215189874, 79)"
"[2, 2, 0, 1, 0, 0, 1, 2, 1]","(0.0, 833)"
"[2, 2, 0, 1, 0, 0, 2, 2, 1]","(0.0, 175)"
"[2, 2, 0, 0, 0, 0, 2, 2, 1]","(0.0, 1199)"
"[2, 1, 0, 1, 1, 1, 1, 1, 1]","(0.43824852305086176, 2655)"
"[2, 1, 0, 2, 1, 1, 1, 1, 1]","(0.5347881954941894, 1376)"
"[2, 1, 0, 2, 1, 0, 1, 1, 1]","(0.5864767741935495, 186)"
"[2, 1, 0, 2, 1, 0, 1, 1, 2]","(0.6214554216867475, 83)"
"[2, 1, 0, 2, 1, 0, 1, 0, 2]","(0.8491621621621613, 74)"
"[2, 2, 0, 2, 1, 0, 1, 0, 2]","(0.810000000000001, 78)"
"[2, 2, 0, 2, 1, 0, 0, 0, 2]","(0.9000000000000026, 156)"
"[2, 2, 0, 2, 2, 0, 0, 0, 2]","(1.0, 538)"
"[1, 1, 2, 1, 0, 1, 1, 1, 1]","(0.2629728233790955, 103786)"
"[1, 2, 2, 1, 0, 1, 1, 1, 1]","(0.2932473195493834, 124882)"
"[0, 2, 2, 1, 0, 1, 1, 1, 1]","(0.28729673396909905, 115945)"
"[0, 2, 2, 2, 0, 1, 1, 1, 1]","(0.03723993808049542, 1938)"
"[0, 2, 2, 2, 0, 1, 0, 1, 1]","(0.3798151260504216, 238)"
"[0, 2, 2, 2, 0, 2, 0, 1, 1]","(0.21515624999999985, 128)"
"[0, 2, 2, 2, 0, 2, 0, 0, 1]","(0.9000000000000021, 137)"
"[0, 2, 2, 2, 0, 2, 0, 0, 2]","(1.0, 620)"
"[1, 1, 2, 1, 1, 1, 1, 1, 0]","(0.4313700232584408, 2670)"
"[1, 1, 2, 1, 1, 1, 2, 1, 0]","(0.4674721662895938, 442)"
"[1, 1, 2, 1, 0, 1, 2, 1, 0]","(0.40867915662650606, 249)"
"[1, 1, 2, 1, 0, 1, 2, 2, 0]","(0.01969022577092512, 1816)"
"[1, 1, 2, 1, 0, 0, 2, 2, 0]","(0.13499999999999998, 135)"
"[2, 1, 2, 0, 0, 0, 2, 2, 0]","(0.0, 2648)"
"[2, 2, 1, 1, 1, 0, 0, 1, 1]","(0.6506732278481018, 158)"
"[2, 2, 1, 1, 1, 0, 0, 1, 2]","(0.5406171428571425, 70)"
"[2, 2, 0, 1, 1, 0, 0, 1, 2]","(0.522571428571428, 63)"
"[2, 2, 0, 2, 1, 0, 0, 1, 2]","(0.36961165048543687, 103)"
"[2, 2, 0, 2, 0, 0, 0, 1, 2]","(0.0, 267)"
"[1, 1, 1, 2, 1, 1, 1, 0, 1]","(0.4385893526449986, 2552)"
"[1, 2, 1, 2, 1, 1, 1, 0, 1]","(0.35158212000000016, 450)"
"[1, 2, 1, 2, 1, 0, 1, 0, 1]","(0.49070065573770544, 122)"
"[2, 2, 1, 2, 1, 0, 1, 0, 1]","(0.6187973684210529, 76)"
"[2, 2, 1, 2, 1, 0, 0, 0, 1]","(0.6876734693877546, 49)"
"[2, 2, 2, 2, 1, 0, 0, 0, 1]","(1.0, 73)"
"[1, 1, 2, 1, 0, 2, 1, 1, 1]","(0.2932468595124798, 57176)"
"[1, 1, 2, 1, 0, 2, 1, 0, 1]","(0.7852179936305618, 942)"
"[1, 2, 2, 1, 0, 2, 1, 0, 1]","(0.6441283018867939, 159)"
"[1, 2, 2, 1, 0, 2, 0, 0, 1]","(0.7335737704918027, 61)"
"[2, 2, 2, 1, 0, 2, 0, 0, 1]","(1.0, 104)"
"[0, 1, 1, 2, 1, 1, 1, 2, 1]","(0.2938490425531914, 423)"
"[0, 1, 1, 2, 1, 1, 0, 2, 1]","(0.4726053658536591, 123)"
"[0, 1, 1, 2, 1, 2, 0, 2, 1]","(0.29834999999999984, 90)"
"[0, 1, 0, 2, 1, 2, 0, 2, 1]","(0.36798113207547156, 53)"
"[0, 1, 0, 2, 2, 2, 0, 2, 1]","(1.0, 58)"
"[0, 1, 1, 1, 1, 1, 2, 2, 1]","(0.535831281067556, 1199)"
"[0, 1, 1, 1, 0, 1, 2, 2, 1]","(0.7859822376873805, 1868)"
"[0, 1, 1, 2, 0, 1, 2, 2, 1]","(0.07338631889763793, 1016)"
"[0, 0, 1, 2, 0, 1, 2, 2, 1]","(0.66529411764706, 153)"
"[0, 0, 1, 2, 0, 1, 2, 2, 2]","(1.0, 1081)"
"[0, 1, 1, 1, 1, 2, 1, 1, 1]","(0.3913442889497672, 2647)"
"[0, 1, 1, 1, 2, 2, 1, 1, 1]","(0.3949984596774171, 620)"
"[0, 1, 1, 1, 2, 2, 1, 1, 0]","(0.6700019083969472, 131)"
"[0, 1, 1, 2, 2, 2, 1, 1, 0]","(1.0, 118)"
"[1, 1, 1, 1, 2, 1, 0, 1, 1]","(0.29317386137602425, 103729)"
"[1, 1, 1, 2, 2, 1, 0, 1, 1]","(0.3283817252371658, 32226)"
"[1, 0, 1, 2, 2, 1, 0, 1, 1]","(0.8093565077989532, 577)"
"[1, 0, 1, 2, 2, 2, 0, 1, 1]","(1.0, 544)"
"[1, 1, 1, 1, 1, 0, 2, 1, 2]","(0.5199848056768571, 458)"
"[1, 0, 1, 1, 1, 0, 2, 1, 2]","(0.679346015625, 128)"
"[1, 0, 2, 1, 1, 0, 2, 1, 2]","(0.6332850000000009, 120)"
"[1, 0, 2, 1, 1, 0, 2, 0, 2]","(0.5495373134328353, 67)"
"[1, 0, 2, 1, 2, 0, 2, 0, 2]","(1.0, 66)"
"[0, 1, 1, 1, 1, 1, 1, 1, 2]","(0.43279587677065695, 2725)"
"[0, 1, 1, 2, 1, 1, 1, 1, 2]","(0.3597031799999988, 450)"
"[0, 1, 1, 2, 1, 1, 1, 0, 2]","(0.45075684563758445, 149)"
"[0, 1, 1, 2, 1, 1, 2, 0, 2]","(0.1870698347107439, 121)"
"[0, 1, 1, 2, 1, 0, 2, 0, 2]","(0.39763636363636545, 363)"
"[0, 2, 1, 2, 1, 0, 2, 0, 2]","(0.40500000000000064, 96)"
"[0, 2, 0, 2, 1, 0, 2, 0, 2]","(0.45000000000000157, 192)"
"[0, 2, 0, 2, 2, 0, 2, 0, 2]","(0.5, 2678)"
"[1, 1, 1, 1, 1, 1, 1, 0, 2]","(0.46596627965028486, 2602)"
"[1, 1, 1, 1, 1, 2, 1, 0, 2]","(0.4752246483870977, 465)"
"[0, 1, 1, 1, 1, 2, 1, 0, 2]","(0.549324, 150)"
"[0, 1, 1, 1, 2, 2, 1, 0, 2]","(0.6384673469387764, 147)"
"[0, 0, 1, 1, 2, 2, 1, 0, 2]","(0.7213943661971827, 71)"
"[0, 0, 1, 2, 2, 2, 1, 0, 2]","(1.0, 57)"
"[1, 1, 1, 1, 2, 1, 1, 0, 1]","(0.49833205243904244, 2583)"
"[1, 2, 1, 1, 2, 0, 1, 0, 1]","(0.6246898029772407, 1142)"
"[1, 2, 1, 1, 2, 0, 2, 0, 1]","(0.5525529850746279, 134)"
"[0, 2, 1, 1, 2, 0, 2, 0, 1]","(0.7196363636363633, 99)"
"[0, 2, 2, 1, 2, 0, 2, 0, 1]","(1.0, 104)"
"[1, 1, 1, 0, 1, 1, 1, 1, 2]","(0.47484674004957805, 2623)"
"[1, 1, 1, 0, 2, 1, 1, 1, 2]","(0.5257259201773862, 451)"
"[1, 1, 1, 0, 2, 1, 0, 1, 2]","(0.612048214285716, 224)"
"[1, 2, 1, 0, 2, 1, 0, 1, 2]","(0.46667710843373494, 83)"
"[0, 2, 1, 0, 2, 1, 0, 1, 2]","(0.0, 181)"
"[1, 1, 1, 1, 0, 1, 1, 2, 1]","(0.26077957288814924, 103406)"
"[1, 1, 1, 2, 0, 1, 1, 2, 1]","(0.25410389628483504, 2907)"
"[1, 1, 1, 2, 0, 1, 0, 2, 1]","(0.2590453956521826, 2300)"
"[1, 2, 1, 2, 0, 1, 0, 2, 1]","(0.0873611413043478, 184)"
"[1, 2, 0, 2, 0, 1, 0, 2, 1]","(0.0, 153)"
"[2, 0, 1, 1, 1, 1, 1, 1, 1]","(0.46468193002233765, 2688)"
"[2, 0, 1, 1, 1, 2, 1, 1, 1]","(0.3698364153132242, 431)"
"[2, 0, 1, 1, 1, 2, 0, 1, 1]","(0.49778731343283594, 134)"
