[2 1 1 1 1 1 1 1 1],0.34169222814247724
[2 1 1 1 1 1 1 0 1],0.4161020320836239
[2 1 1 1 2 1 1 0 1],0.5146507268676875
[2 1 1 1 2 0 1 0 1],0.6441528825084757
[2 1 1 1 2 0 1 0 2],1.0
[1 1 1 1 1 1 1 1 2],0.34145976268953354
[1 1 1 1 0 1 1 1 2],0.3147721991670872
[1 1 2 1 0 1 1 1 2],0.41607833976825326
[1 1 2 1 0 1 1 0 2],0.46955320060904177
[2 1 2 1 0 1 1 0 2],0.39613300153137704
[2 0 2 1 0 1 1 0 2],0.0
[1 1 1 1 1 1 2 1 1],0.34125366415796177
[0 1 1 1 1 1 2 1 1],0.35936113967682004
[0 1 1 2 1 1 2 1 1],0.2721807098803733
[0 1 1 2 1 1 2 1 0],0.28935803241268626
[0 1 1 2 1 2 2 1 0],0.31212357889369324
[0 1 0 2 1 2 2 1 0],0.41350195213038266
[0 1 0 2 1 2 2 2 0],0.0
[0 0 0 2 1 2 2 2 0],0.0
[1 1 2 1 1 1 1 1 1],0.34170236604050314
[1 1 2 1 1 1 0 1 1],0.35912333310664646
[1 1 2 1 1 1 0 1 2],0.4737561515250717
[1 1 2 0 1 1 0 1 2],0.5128715473917175
[1 1 2 0 2 1 0 1 2],0.4444702530060005
[1 1 2 0 2 0 0 1 2],0.5459018906489571
[1 1 2 0 2 0 0 2 2],0.40738418223698747
[0 1 2 0 2 0 0 2 2],0.0
[1 1 1 1 1 1 1 2 1],0.29780301692038186
[1 1 1 1 1 1 0 2 1],0.31456752907412017
[1 1 1 1 1 2 0 2 1],0.2931436587283127
[1 1 1 1 1 2 0 2 0],0.40232907708062504
[2 1 1 1 1 2 0 2 0],0.43465469450496763
[2 1 1 1 0 2 0 2 0],0.36742946306429247
[2 1 1 2 0 2 0 2 0],0.2007364241803168
[2 1 0 2 0 2 0 2 0],0.0
[1 1 2 1 1 1 1 0 1],0.4160817789233994
[1 1 2 1 1 1 1 0 2],0.5072768162837797
[1 0 2 1 1 1 1 0 2],0.5497641880012043
[1 0 2 1 2 1 1 0 2],0.7701948783611685
[0 0 2 1 2 1 1 0 2],0.8414315501623523
[0 0 2 2 2 1 1 0 2],0.8100000000001226
[0 0 2 2 2 0 1 0 2],0.8999999999997581
[0 0 2 2 2 0 2 0 2],1.0
[0 1 2 1 1 1 0 1 2],0.44120690262429413
[0 1 2 1 1 2 0 1 2],1.0
[1 0 1 1 1 1 1 1 2],0.4152195287665068
[2 0 1 1 1 1 1 1 2],0.4806016052803416
[2 0 1 0 1 1 1 1 2],0.6308006155950328
[2 0 2 0 1 1 1 1 2],0.5672082366155189
[2 0 2 0 1 1 1 0 2],0.7211271317829719
[2 0 2 0 1 2 1 0 2],1.0
[2 1 1 2 1 1 1 0 1],0.4378781017953132
[2 1 1 2 0 1 1 0 1],0.43369572357475944
[2 1 1 2 0 1 2 0 1],1.0
[1 1 1 1 2 1 1 1 1],0.38864657562598526
[1 1 1 1 2 1 0 1 1],0.41180188050137273
[1 1 1 1 2 2 0 1 1],0.4536882568346296
[1 1 1 1 2 2 0 1 0],0.4740077893944894
[2 1 1 1 2 2 0 1 0],0.35465491088122053
[2 1 0 1 2 2 0 1 0],0.6637609095468826
[2 1 0 2 2 2 0 1 0],1.0
[1 1 1 2 1 1 1 1 1],0.2974606656342999
[1 1 0 2 1 1 1 1 1],0.32552939693638727
[1 1 0 2 1 1 1 1 2],0.3304026351893995
[1 1 0 2 1 1 1 0 2],0.43610953923765244
[2 1 0 2 1 1 1 0 2],0.5652954273610918
[2 1 0 2 1 0 1 0 2],0.8425609511051427
[2 2 0 2 1 0 1 0 2],0.8100000000001166
[2 2 0 2 1 0 0 0 2],0.8999999999997573
[2 2 0 2 2 0 0 0 2],1.0
[1 1 1 1 2 1 1 1 0],0.41282720340030965
[1 2 1 1 2 1 1 1 0],0.4519226358240866
[1 2 1 1 2 1 0 1 0],0.4620483853418882
[2 2 1 1 2 1 0 1 0],0.3877297327532469
[2 2 0 1 2 1 0 1 0],0.4218916778975881
[2 2 0 1 2 1 0 2 0],1.0
[0 1 1 1 1 1 1 2 1],0.3247968548105837
[0 1 1 1 1 1 2 2 1],0.4156705234097882
[0 1 1 1 1 0 2 2 1],0.5679560138899261
[0 1 1 1 2 0 2 2 1],0.6634275853253635
[0 0 1 1 2 0 2 2 1],0.7141045926919396
[0 0 2 1 2 0 2 2 1],1.0
[2 0 1 1 1 1 1 1 1],0.40557489697207266
[2 0 1 1 1 2 1 1 1],0.38273592837660747
[2 0 1 1 0 2 1 1 1],0.28994303120973974
[2 0 2 1 0 2 1 1 1],0.3006282122543996
[2 0 2 1 0 2 0 1 1],0.5431934002381547
[2 0 2 1 0 2 0 1 2],1.0
[1 1 1 1 0 1 1 2 1],0.2637289232545546
[2 1 1 1 0 1 1 2 1],0.29506638539698415
[2 1 1 0 0 1 1 2 1],0.2947721336499136
[2 1 1 0 0 1 1 2 2],0.30060609480811856
[2 0 1 0 0 1 1 2 2],0.6625586916818711
[2 0 1 0 0 1 2 2 2],1.0
[2 1 1 1 0 1 1 1 1],0.31581293015518724
[2 2 1 1 0 1 1 1 1],0.38026003917378665
[2 2 1 1 0 0 1 1 1],0.4354882440293796
[2 2 1 1 0 0 1 2 1],0.18119999999999328
[2 2 1 0 0 0 1 2 1],0.0
[1 2 1 1 1 1 1 1 1],0.29744773560464843
[1 2 1 1 1 1 1 0 1],0.36368608569420474
[2 2 1 1 1 1 1 0 1],0.470390997891579
[2 2 1 1 1 1 0 0 1],0.4780555217358238
[2 2 2 1 1 1 0 0 1],1.0
[1 1 0 2 1 1 1 2 1],0.2600758806835436
[1 1 0 2 1 0 1 2 1],0.3262454508666016
[1 1 0 2 2 0 1 2 1],0.30100891814680497
[1 1 0 2 2 0 1 2 0],0.0
[1 2 1 1 1 0 1 1 1],0.3699921027014799
[2 2 1 1 1 0 1 1 1],0.43710835759585936
[2 2 1 0 1 0 1 1 1],0.5152016984441578
[2 2 2 0 1 0 1 1 1],1.0
[1 2 1 1 1 1 0 1 1],0.3243286188913973
[2 2 1 1 1 1 0 1 1],0.41801615528271924
